,id,fullname,tweet_id,url,timestamp,text,replies,retweets,likes,hashtags,tweet_class,user,query,emoji_checked
1447,4008,NantwichNews,976891366746845185,/nantwichnews/status/976891366746845185,2018-03-22 18:40:26,PICTURE SPECIAL: @GameOfThrones star Sean Bean and co-stars pictured in Crewe filming new @SkyOne drama #Curfew last night and tonight - see the latest images from Thunderbolt Photography and @davidbloorphoto http://ow.ly/RcvJ30j6w4f pic.twitter.com/7mhCPeZIbz,0,1,0,#Curfew,2,nantwichnews,Game of Thrones,1
1448,4009,USA_Top_Products,976891319179243521,/USA_Top_Product/status/976891319179243521,2018-03-22 18:40:14,Game of Thrones: The Complete Second Season https://wibcart.com/game-of-thrones-the-complete-second-season/ …,0,0,0,,2,USA_Top_Product,Game of Thrones,1
1449,4010,Princemojo,976891318466240512,/Prince_mojo_/status/976891318466240512,2018-03-22 18:40:14,Game of Thrones / Khal Drogo fighting Mago For The Khalessi: http://youtu.be/9AZsUz09x6Q?a  via @YouTube,0,0,0,,2,Prince_mojo_,Game of Thrones,1
1450,4011,SeDerrick,976891271347351554,/EshuOcuboro/status/976891271347351554,2018-03-22 18:40:03,I feel that's typical of us in general.  Smiling and laughing with people you hate or are afraid of is some Game of thrones/ European royal court type stuff. https://twitter.com/RenyTay/status/976890637210570754 …,0,2,1,,2,EshuOcuboro,Game of Thrones,1
1451,4012,Princemojo,976891269707427840,/Prince_mojo_/status/976891269707427840,2018-03-22 18:40:03,I added a video to a @YouTube playlist http://youtu.be/9AZsUz09x6Q?a  Game of Thrones / Khal Drogo fighting Mago For The Khalessi,0,0,0,,2,Prince_mojo_,Game of Thrones,1
1452,4013,Smarthouse Creative,976891268839170048,/teamsmarthouse/status/976891268839170048,2018-03-22 18:40:02,"“If Game of Thrones can have three seasons of all-male directors, why can’t we have three seasons of all-women directors?” ~ @ava

For the 3rd straight season, #QueenSugar will have all female directors. Read more @TheRoot: https://buff.ly/2DLK0tp pic.twitter.com/91vVxLtvhN",0,0,0,#QueenSugar,0,teamsmarthouse,Game of Thrones,1
1453,4014,TRCameron,976891261662711808,/ThomRCameron/status/976891261662711808,2018-03-22 18:40:01,FantasyLit: Game of Thrones and the Medieval Art of War: Excellent examination of how realistic Martin's world.. http://bit.ly/2G0uN9D ,0,0,0,,2,ThomRCameron,Game of Thrones,1
1454,4015,Sebastian,976891231727996928,/TalentedButler_/status/976891231727996928,2018-03-22 18:39:54,"It was not my to employ this sort of tactic, but i have no choice. Even if the empty shells of pawns pile up beneath the throne, once the king is gone, the game is over. I will follow you, no matter where you go.",0,0,0,,2,TalentedButler_,Game of Thrones,1
1455,4016,THE SCRIPT,976891162224091136,/ScriptFeed/status/976891162224091136,2018-03-22 18:39:37,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://dlvr.it/QM2Hxl pic.twitter.com/YTlHlRWYkq",0,0,0,,2,ScriptFeed,Game of Thrones,1
1456,4017,Steven Icke,976891094620344321,/terrorste/status/976891094620344321,2018-03-22 18:39:21,Wrong! Its even better than Game of Thrones  😂 ,0,0,0,,-1,terrorste,Game of Thrones,1
1457,4018,.,976890960935313413,/matsivandlr/status/976890960935313413,2018-03-22 18:38:49,Game of thrones (2018) https://twitter.com/erikfinman/status/975459330454577152 …,0,0,0,,2,matsivandlr,Game of Thrones,1
1458,4019,twonk,976890897064431618,/DaiJenkins1/status/976890897064431618,2018-03-22 18:38:34,I agree. Read them as they came out. Read them since and some of the...ahem...magic was missing. Ruined Game of Thrones for me though.,0,0,2,,0,DaiJenkins1,Game of Thrones,1
1459,4020,Bill Dye,976890889103663104,/bilbospizza/status/976890889103663104,2018-03-22 18:38:32,"George R.R. Martin's 'Nightflyers' Series Looks Nothing Like 'Game of Thrones'
https://www.vice.com/en_us/article/kzxanm/george-rr-martins-nightflyers-series-looks-nothing-like-game-of-thrones-vgtrn …",0,0,0,,2,bilbospizza,Game of Thrones,1
1460,4021,Pete Mandra,976890879066681345,/PeteMandra/status/976890879066681345,2018-03-22 18:38:29,"Coming soon to HBO? Spoof of how my travel novel 'Overland' is similiar to Game of Thrones!
https://www.youtube.com/watch?v=MKpB4D1vJM8 …
#GameofThrones #HBO #Travel",0,0,1,#GameofThrones #HBO #Travel,2,PeteMandra,Game of Thrones,1
1461,4022,TheNewHotness,976890817590845440,/NewHotnessBot/status/976890817590845440,2018-03-22 18:38:15,The Vampire Diaries in the style of Game of Thrones.,0,0,0,,2,NewHotnessBot,Game of Thrones,1
1462,4023,-,976890766416019457,/FindingHarry17/status/976890766416019457,2018-03-22 18:38:03,I love Sansa's little smirk  😍 ,0,0,0,,1,FindingHarry17,Game of Thrones,1
1463,4024,Mississauga Deal Finder,976890685713534978,/miss_dealfinder/status/976890685713534978,2018-03-22 18:37:43,"Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
http://ign.com/articles/2018/ …",0,1,0,,2,miss_dealfinder,Game of Thrones,1
1464,4025,Ek-tha,976890529509249024,/ekthamehta/status/976890529509249024,2018-03-22 18:37:06,#Throwback: Clearly buzzing to be stood where a game of thrones scene was shot!… … https://www.instagram.com/p/BgosO2SlOKK/  🇲🇹 ,0,0,0,#Throwback:,1,ekthamehta,Game of Thrones,1
1465,4026,Shilpi,976890478942740482,/ekdinatatime/status/976890478942740482,2018-03-22 18:36:54,"And by the way game of thrones  have spoilers too .. you just need to look at the right places ... 
for instance, I knew that Arya Stark was going to kill littlefinger before the episode and Jon Snow is going to hook up with Daenerys .. pretty big spoilers! 😜 ",1,0,0,,0,ekdinatatime,Game of Thrones,1
1466,4027,rick sanchez,976890447569207301,/ricksanchezsays/status/976890447569207301,2018-03-22 18:36:47,"A hair, Morty. I need one of your hairs. This isn't Game of Thrones.",0,0,0,,2,ricksanchezsays,Game of Thrones,1
1467,4028,Vaughan Dealfinder,976890403214581760,/vghn_dealfinder/status/976890403214581760,2018-03-22 18:36:36,"Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
http://ign.com/articles/2018/ …",0,0,0,,2,vghn_dealfinder,Game of Thrones,1
1468,4029,KAY DEE,976890396293914624,/kayakilah/status/976890396293914624,2018-03-22 18:36:34,I’m super late but I’m starting Game of Thrones rn. It better b good.  🙄 ,0,0,0,,0,kayakilah,Game of Thrones,1
1469,4030,yuh g 😈,976890336311115777,/_gracegleeson/status/976890336311115777,2018-03-22 18:36:20,WE WERE TALKING ABOUT GAME OF THRONES AND SOMEONE SAID “there’s a lot of sex and incest” AND THIS SAME KID SAID “I’m a fan of both” WHAT THE FUCK,2,0,2,,1,_gracegleeson,Game of Thrones,1
1470,4031,Kadesh Hendricksen,976890247165362176,/TheDOTKU/status/976890247165362176,2018-03-22 18:35:59,@itsSHANGELA You trying to be Prince Harry's side chick huh?  I can tell with all that game of thrones talk.  ;D,0,0,0,,0,TheDOTKU,Game of Thrones,1
1471,4032,Exodia l’interdit,976890227519258624,/ledzepink/status/976890227519258624,2018-03-22 18:35:54,Game of Thrones et Vikings https://twitter.com/thisismarjoriel/status/976884940347494406 …,0,0,0,,2,ledzepink,Game of Thrones,1
1472,4033,N 👁raa,976890098368249856,/Aandrxxde/status/976890098368249856,2018-03-22 18:35:23,Thanks to bae I can finally finished Game of Thrones,0,0,0,,1,Aandrxxde,Game of Thrones,1
1473,4034,शाज़ ツ,976890042470854657,/banbukeyo/status/976890042470854657,2018-03-22 18:35:10,I liked a @YouTube video http://youtu.be/l9fTZwoTzy0?a  Game Of Thrones Season 8 Teaser | Promo | Official Trailer (HBO) #GoT8,0,0,0,#GoT8,1,banbukeyo,Game of Thrones,1
1474,4035,SanFran Deal Finder,976889969578074112,/SanF_DealFinder/status/976889969578074112,2018-03-22 18:34:53,"Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
http://ign.com/articles/2018/ …",0,1,0,,2,SanF_DealFinder,Game of Thrones,1
1475,4036,Hufflepuff  💛,976889871519412226,/Marie__Cstl/status/976889871519412226,2018-03-22 18:34:29,"Orange is the new black, Riverdale, Game of Thrones",0,0,0,,2,Marie__Cstl,Game of Thrones,1
1476,4037,Sergio Pereira,976889789533302786,/sergiowrites/status/976889789533302786,2018-03-22 18:34:10,I watched the first episode of @KryptonSYFY. Hot damn! It's like Game of Thrones in space. TAKE MY MONEY!,0,0,0,,2,sergiowrites,Game of Thrones,1
1477,4038,Prashant Prasad,976889725767348224,/prashantprasad1/status/976889725767348224,2018-03-22 18:33:55,I liked a @YouTube video http://youtu.be/l9fTZwoTzy0?a  Game Of Thrones Season 8 Teaser | Promo | Official Trailer (HBO) #GoT8,0,0,0,#GoT8,1,prashantprasad1,Game of Thrones,1
1478,4039,Chris Hastings,976889597815934977,/chrisjhastings/status/976889597815934977,2018-03-22 18:33:24,"RT IGNDeals: Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
… pic.twitter.com/fJ4ZbXGmmn",0,0,0,,2,chrisjhastings,Game of Thrones,1
1479,4040,Emily Alice,976889474150993920,/MentalMindFuck_/status/976889474150993920,2018-03-22 18:32:55,"Game of Thrones Season 3 Episode 2: Dark Wings, Dark Words
 http://iwatchgameofthrones.net/game-of-thrones-season-3-episode-2-dark-wings-dark-words/ … via @iwgameofthrones",0,0,0,,2,MentalMindFuck_,Game of Thrones,1
1480,4041,Элoизь  🐼,976889453674487808,/RizColais/status/976889453674487808,2018-03-22 18:32:50,Games of thrones,0,0,1,,2,RizColais,Game of Thrones,1
1481,4042,-,976889441200623616,/FindingHarry17/status/976889441200623616,2018-03-22 18:32:47,JON SNOW COULD NEVER REPLACE KHAL DROGO  😭 ,0,0,0,,0,FindingHarry17,Game of Thrones,1
1482,4043,Shilpi,976889439598280707,/ekdinatatime/status/976889439598280707,2018-03-22 18:32:46,Woh Game of thrones hain jisme ek ek episode mein millions of dollars spend hote hain .. they can’t risk any spoilers. And ye indian show hain .. jahan pe they hope ki spoilers dekh ke log show dekhne aayenge #YehUnDinonKiBaatHai,1,0,1,#YehUnDinonKiBaatHai,2,ekdinatatime,Game of Thrones,1
1483,4044,Mary Elizabeth,976889402906595328,/Player_Eli/status/976889402906595328,2018-03-22 18:32:38,Game of Thrones,0,0,0,,2,Player_Eli,Game of Thrones,1
1484,4045,Sleeper Film,976889402088742914,/ZJiKVFiOaX3Q3V3/status/976889402088742914,2018-03-22 18:32:37,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://ift.tt/2ud1b7C ",0,0,0,,2,ZJiKVFiOaX3Q3V3,Game of Thrones,1
1485,4046,Mary R. Woldering,976889397747601409,/ChildrenofStone/status/976889397747601409,2018-03-22 18:32:36,@CHILDRENOFSTONE - LIKE GAME OF THRONES IN ANCIENT EGYPT - WITH ALIENS!!   Book 1 Voices in Crystal. Marai sings up an ET visit! Is it his  goddess? http://amzn.to/2DhWdYg  #CoPromos #historicalfantasy,0,0,0,#CoPromos #historicalfantasy,2,ChildrenofStone,Game of Thrones,1
1486,4047,∞ Ronja ∞,976889391892369408,/RonjaAspenes97/status/976889391892369408,2018-03-22 18:32:35,Exept game of thrones though,0,0,0,,2,RonjaAspenes97,Game of Thrones,1
1487,4048,Andrew Noble,976889288188035072,/AndrewN1990/status/976889288188035072,2018-03-22 18:32:10,"Helping take care of my girlfriends moms boyfriend cause he got in a auto accident, and all he wants is breakfast food and to watch @GameOfThrones. We’re gunna get along just fine.",0,0,0,,1,AndrewN1990,Game of Thrones,1
1488,4049,Noblesse Oblige,976889267736776705,/sneedlaw/status/976889267736776705,2018-03-22 18:32:05,I can't wait for the next Game of Thrones season!,0,0,0,,1,sneedlaw,Game of Thrones,1
1489,4050,"Love, Ikeade",976889247797047297,/OIkeade/status/976889247797047297,2018-03-22 18:32:01,"61×91.5cm Game of thrones antique map poster
Costs 3,000 Naira only. pic.twitter.com/t0VN1qkg0k",0,0,0,,2,OIkeade,Game of Thrones,1
1490,4051,Boston Deal Finder,976889170730856450,/BOS_DealFinder/status/976889170730856450,2018-03-22 18:31:42,"Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
http://ign.com/articles/2018/ …",0,0,0,,2,BOS_DealFinder,Game of Thrones,1
1491,4052,raihanoune hassan,976889090787463168,/raihanounehassa/status/976889090787463168,2018-03-22 18:31:23,"https://g
http://sharepop.me/0ed60e 

Conversion: App install + Open + Free trial registration
App description: With HBO NOW you can watch big premieres as they air—plus every episode of HBO's addictive series such as Game of Thrones, Westworld, Big Little Lies, and so much more.",0,0,0,,2,raihanounehassa,Game of Thrones,1
1492,4053,All The Movie News,976888904421953536,/allthemovienews/status/976888904421953536,2018-03-22 18:30:39,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://ift.tt/2ud1b7C ",0,0,0,,2,allthemovienews,Game of Thrones,1
1493,4054,R.A.P.,976888864215306240,/ralanplan/status/976888864215306240,2018-03-22 18:30:29,Hey I trust you- except on Hamilton and Game of Thrones.,0,0,1,,2,ralanplan,Game of Thrones,1
1494,4055,Matty,976888808435273728,/Md_18undapar/status/976888808435273728,2018-03-22 18:30:16,Needs to be an episode of @GameOfThrones https://twitter.com/europeantour/status/976881571490824194 …,0,0,0,,2,Md_18undapar,Game of Thrones,1
1495,4056,Stremio,976888800944312321,/stremio/status/976888800944312321,2018-03-22 18:30:14,"Amazon’s Lord of the Rings series reportedly to cost $500 million!
The company has made a deal for two seasons. This would make the LOTR project easily the most expensive TV series ever made! And you thought Game of Thrones looked expensive!
#LOTR #LOTRseries #Amazon #GOTpic.twitter.com/aGaRpOEOvd",0,0,0,#LOTR #LOTRseries #Amazon #GOTpic.twitter.com/aGaRpOEOvd,2,stremio,Game of Thrones,1
1496,4057,James P. Stidham,976888717410471937,/mrjamesstidham/status/976888717410471937,2018-03-22 18:29:54,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://ift.tt/2ud1b7C ",0,0,0,,2,mrjamesstidham,Game of Thrones,1
1497,4058,IGN Deals,976888633377677314,/IGNDeals/status/976888633377677314,2018-03-22 18:29:34,"Daily Deals: 20% off Ni No Kuni 2 Day One Edition (Out Tomorrow)
Today Only - Logitech Z906 5.1ch PC Speakers
Today Only - 20% off Amazon Echo Devices and Fire Tablets
Funko Pop Game of Thrones Night King, D&D Handbook, and more
http://www.ign.com/articles/2018/03/22/daily-deals-20-off-ni-no-kuni-2-2 …pic.twitter.com/WpO0ReAT2m",1,7,40,,2,IGNDeals,Game of Thrones,1
1498,4059,Projectionist.io,976888591845658624,/projectionistio/status/976888591845658624,2018-03-22 18:29:24,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://bit.ly/2pxe1ZD ",0,0,0,,2,projectionistio,Game of Thrones,1
1499,4060,ana 🦋,976888491630972928,/analannistcr/status/976888491630972928,2018-03-22 18:29:00,Game of thrones pic.twitter.com/CiMifHsFwL,1,0,1,,2,analannistcr,Game of Thrones,1
1500,4061,SABIYAAAHHHH,976888487080230913,/Sabiyah__/status/976888487080230913,2018-03-22 18:28:59,Game of thrones?,1,0,0,,2,Sabiyah__,Game of Thrones,1
1501,4062,Ben Uticone,976888476783308800,/BenUticone/status/976888476783308800,2018-03-22 18:28:57,"That's right.  I have an encyclopedic knowledge of Game of Thrones and I'm single.  The line forms to your left, ladies.",0,0,0,,0,BenUticone,Game of Thrones,1
1502,4063,Fantasy Movies,976888465857155072,/Fantasy__Movies/status/976888465857155072,2018-03-22 18:28:54,#10: Game of Thrones: The Complete Seasons 1-7 (BD + Digital) [Blu-ray]: Game of Thrones: The… https://goo.gl/fb/Suqqiz  #Fantasy #Bluray,0,0,0,#10: #Fantasy #Bluray,2,Fantasy__Movies,Game of Thrones,1
1503,4064,Harry Norton,976888311380873216,/NortonAntiHarry/status/976888311380873216,2018-03-22 18:28:17,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers pic.twitter.com/8Wq1TXUHSz",0,0,0,,2,NortonAntiHarry,Game of Thrones,1
1504,4065,The Site: Art Online,976888307308150784,/fantasysite/status/976888307308150784,2018-03-22 18:28:16,Game of Thrones: Season 7 & Conquest & Rebellion Blu-ray + Digital (New &Sealed) https://goo.gl/zM1FE1 pic.twitter.com/3RAUTzeppl,0,0,0,,2,fantasysite,Game of Thrones,1
1505,4066,The Site: Art Online,976888299993276416,/fantasysite/status/976888299993276416,2018-03-22 18:28:15,GAME OF THRONES SEVENTH SEASON BLU-RAY + WALMART BONUS DISC ☆MINT☆ NO DIGITAL https://goo.gl/EDbkQz pic.twitter.com/ty9oVK3uOB ✔ ,0,0,0,,2,fantasysite,Game of Thrones,1
1506,4067,The Site: Art Online,976888293123133440,/fantasysite/status/976888293123133440,2018-03-22 18:28:13,"Game of Thrones: The Complete First Season (DVD, 2012, 5-Disc Set) https://goo.gl/Q3xb8K ",0,0,0,,2,fantasysite,Game of Thrones,1
1507,4068,Game of Thrones,976888260415770624,/GameofThrones24/status/976888260415770624,2018-03-22 18:28:05,"Black Mirror, Game of Thrones and Peaky Blinders score BAFTA Craft Award nominations - http://DigitalSpy.com http://dlvr.it/QM2Dlm ",0,0,1,,2,GameofThrones24,Game of Thrones,1
1508,4069,Eric Billingsley,976888255319855106,/EricBill/status/976888255319855106,2018-03-22 18:28:04,"Wow. HBO really kept this low-key until now. Only one month away!

Don't get me wrong; I'm a die-hard GAME OF THRONES fan, but having read all of the existing ASoIaF books for the first time before last season began,... https://www.facebook.com/ericbill/posts/10214671860126228 …",0,0,0,,1,EricBill,Game of Thrones,1
1509,4070,blazeaglory,976888163254730752,/blazeaglory/status/976888163254730752,2018-03-22 18:27:42,Well the end of game of thrones is on the horizon... there is going to be allot of upset and depressed ppl after the show goes off the air.,0,0,0,,1,blazeaglory,Game of Thrones,1
1510,4071,ZeShan RajPut,976888070615257088,/rajazeshanriaz/status/976888070615257088,2018-03-22 18:27:20,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://www.pleamotion.com/why-avengers-infinity-war-will-feel-a-little-like-game-of-thrones-according-to-the-writers/ …pic.twitter.com/eP71MUEeOH",0,0,0,,2,rajazeshanriaz,Game of Thrones,1
1511,4072,Strawberry Mint,976888005280624642,/598svpKGoHfoJMO/status/976888005280624642,2018-03-22 18:27:04,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://ift.tt/2ud1b7C ",0,0,0,,0,598svpKGoHfoJMO,Game of Thrones,1
1512,4073,PopCorn Media News,976887933281165320,/pcmedianews/status/976887933281165320,2018-03-22 18:26:47,This Is How Game of Throne Might End #GoT #GameofThrones #WinterIsComing #PCMediaNews http://popcornmedianews.com/2018/03/22/game-of-thrones-end/ … via @,0,1,2,#GoT #GameofThrones #WinterIsComing #PCMediaNews,0,pcmedianews,Game of Thrones,1
1513,4074,Zebra Partners,976887891111575552,/ZebraPartners/status/976887891111575552,2018-03-22 18:26:37,"Hey Game of Throne's fans, recognize the voice in the video? https://www.facebook.com/ZebraPartners/posts/10155410528733441 …",0,0,0,,0,ZebraPartners,Game of Thrones,1
1514,4075,Elizabeth Rose,976887800040697862,/Lizzyrosiee/status/976887800040697862,2018-03-22 18:26:15,Game of thrones comes out in 2019 I should probably watch something else. *goes on HBO* or I can rewatch it on repeat until it comes out. Yeah I’ll do that.,0,0,2,,1,Lizzyrosiee,Game of Thrones,1
1515,4076,danno,976887758139613187,/Fryetopia/status/976887758139613187,2018-03-22 18:26:05,"considering a lighthearted Billy Joel/Game of Thrones send up entitled ""We Didn't Stark The Fire"". to raise morale and so on",1,0,2,,2,Fryetopia,Game of Thrones,1
1516,4077,Marko Stankic,976887755337883648,/MarkoStankic/status/976887755337883648,2018-03-22 18:26:05,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers: Avengers: Infinity War writhers Stephen McFeely and Christopher Markus noted that the upcoming Marvel movie shares some similarities with TV hit Game of Thrones. https://www.cinemablend.com/news/2391591/why-avengers-infinity-war-will-feel-a-little-like-game-of-thrones-according-to-the-writers?utm_source=dlvr.it&utm_medium=twitter …",0,0,0,,2,MarkoStankic,Game of Thrones,1
1517,4078,Cinemanator,976887677193682944,/cinemanator/status/976887677193682944,2018-03-22 18:25:46,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers https://cinemanator.com/2018/03/22/why-avengers-infinity-war-will-feel-a-little-like-game-of-thrones-according-to-the-writers/ …",0,0,0,,2,cinemanator,Game of Thrones,1
1518,4079,dr toboggan,976887581831987200,/i_shouldsleep/status/976887581831987200,2018-03-22 18:25:23,"I’ve watched game of thrones on a plane, so I believe in you",2,0,2,,0,i_shouldsleep,Game of Thrones,1
1519,4080,MusikFilmeBuecher,976887483634987008,/MusikFilmeLesen/status/976887483634987008,2018-03-22 18:25:00,"""Game of Thrones - Die komplette sechste Staffel"" (5 DVDs) mit Lena Headey, Peter Dinklage u.a: http://amzn.to/2nyQxUy  #GoT #GameOfThrones",0,0,0,#GoT #GameOfThrones,2,MusikFilmeLesen,Game of Thrones,1
1520,4081,Cody Eidson,976887355691937792,/iamatwitface/status/976887355691937792,2018-03-22 18:24:29,Too much game of thrones pic.twitter.com/3HYjtt4DBM,0,0,0,,0,iamatwitface,Game of Thrones,1
1521,4082,MassMoviecidePodcast,976887338776264705,/Massmoviecide/status/976887338776264705,2018-03-22 18:24:25,"Why Avengers: Infinity War Will Feel A Little Like Game Of Thrones, According To The Writers http://ift.tt/2ud1b7C ",0,0,0,,0,Massmoviecide,Game of Thrones,1
1522,4083,Connor Davidson,976887230018056192,/ConnorJD_/status/976887230018056192,2018-03-22 18:23:59,"Dragon should definitely be 2. Game of Thrones taught y'all nothing, smh.",0,0,0,,2,ConnorJD_,Game of Thrones,1
1523,4084,Libel,976887220689829889,/libeltheband/status/976887220689829889,2018-03-22 18:23:57,"Yeah, I replied with a Game of Thrones joke. Who could resist? https://twitter.com/jonsnowC4/status/976879680346353664 …",0,0,0,,1,libeltheband,Game of Thrones,1
1524,4085,damla,976887108995567618,/sansasreiqn/status/976887108995567618,2018-03-22 18:23:31,allah belani versin game of thrones,1,0,1,,2,sansasreiqn,Game of Thrones,1
1525,4086,jbarbiee,976886976954748928,/Jbarbiee/status/976886976954748928,2018-03-22 18:22:59,So I just finished the first season of Game of Thrones! It was bomb. I wanna start season 2 asap!!,0,0,0,,1,Jbarbiee,Game of Thrones,1
1526,4087,Fantasy Literature,976886775573598210,/FanLit/status/976886775573598210,2018-03-22 18:22:11,Game of Thrones and the Medieval Art of War: An excellent examination of how realistic @GRRMspeaking's world is. By @TweedyMofo @McFarlandCoPub Reviewed by @billcap11 http://www.fantasyliterature.com/reviews/game-of-thrones-and-the-medieval-art-of-war/ …pic.twitter.com/QxCRPz9scU,0,0,0,,1,FanLit,Game of Thrones,1
1527,4088,Mohamed Magdy,976886746049863680,/Mhamd_elmegaes/status/976886746049863680,2018-03-22 18:22:04,Game of Thrones: Season 6 OST - Light of the Seven (EP 10 Trial scene) https://youtu.be/pS-gbqbVd8c  via @YouTube,0,0,0,,2,Mhamd_elmegaes,Game of Thrones,1
1528,4089,InfiniteSeries,976886528436768770,/InfiniteSeries8/status/976886528436768770,2018-03-22 18:21:12,I've never watched Games Of Thrones but them with Star Wars in this video is absolutely stunning... #Reylo #GOT #StarWars @starwarshttps://youtu.be/RHvKVZDfriM ,0,0,0,#Reylo #GOT #StarWars,1,InfiniteSeries8,Game of Thrones,1
1529,4090,David Green,976886441824411650,/davidgrn/status/976886441824411650,2018-03-22 18:20:52,"Ooohh, Game Of Thrones as gaelige! ""Tá a fhios agat rud ar bith Jon Snow!"" #GOT #GameofThronespic.twitter.com/16hhYO850d",0,0,1,#GOT #GameofThronespic.twitter.com/16hhYO850d,2,davidgrn,Game of Thrones,1
1530,4091,Mini Goddess,976886411776397313,/DiminutiveDeity/status/976886411776397313,2018-03-22 18:20:44,You ain’t seen Game of Thrones? Lol it’s blood. Or the color of one of the family’s,1,0,0,,0,DiminutiveDeity,Game of Thrones,1
1531,4092,Matt Neglia,976886380113645568,/NextBestPicture/status/976886380113645568,2018-03-22 18:20:37,So....Game Of Thrones? pic.twitter.com/iXmAoM9G05,0,0,0,,2,NextBestPicture,Game of Thrones,1
1532,4093,Anthony,976886162337030145,/MetallicYoshi64/status/976886162337030145,2018-03-22 18:19:45,"This is normally the time of year when I'd be theorizing about the upcoming season Game of Thrones. Instead, I am relegated to being depressed and wishing I had a time machine. God damn you, HBO.",0,0,0,,1,MetallicYoshi64,Game of Thrones,1
1533,4094,Nandi,976886117948633090,/itsnandibby/status/976886117948633090,2018-03-22 18:19:34,omg I just remembered game of thrones doesn’t come on this year. Wow,1,0,0,,1,itsnandibby,Game of Thrones,1
1534,4095,Karen Shiebler,976886022243082240,/momshieb/status/976886022243082240,2018-03-22 18:19:12,"Oh, my aching brain. It's like living in Game of Thrones.",0,0,0,,0,momshieb,Game of Thrones,1
1535,4096,Jonathan Panarella,976886013846007808,/JPanarella1/status/976886013846007808,2018-03-22 18:19:10,"Carla - Scrubs, E - Entourage, Donna - That 70s Show, Lilly - How I Met Your Mother, Bran - Game of Thrones",0,0,0,,2,JPanarella1,Game of Thrones,1
1536,4097,Vishal Vijay Nair,976886007336525824,/vishalnair84/status/976886007336525824,2018-03-22 18:19:08,Game of Thrones tour for Australian travel agents https://www.larnetimes.co.uk/news/business/game-of-thrones-tour-for-australian-travel-agents-1-8424906 …,0,0,0,,2,vishalnair84,Game of Thrones,1
1537,4098,FRUIT LOOPS,976885959705862144,/feryooit/status/976885959705862144,2018-03-22 18:18:57,"TAXES JOHNSON AND CRISTIANO RONALDO. AGNEZ MO RUSSELL AND MAIL. IS IT LUNA MAYA SOCIAL MEDIA SYRIA FLATULENT CONSTIPATION PEW PEW PEW TAKE A DUMP, OH PEE-YEW HARVEY. A CHEESY, SPAM A MONORAIL NEXT TO ANY OF THEM MIGHT GAME OF THRONES EPANODOS BALUT? THE VENDING MACHINE. YOU",0,0,0,,2,feryooit,Game of Thrones,1
1538,4099,julissa,976885806576128006,/juhlissuhh/status/976885806576128006,2018-03-22 18:18:20,I have until 2019 to watch Game of Thrones before the new season premiers. I’ll come back to this tweet next year with an update.,0,0,2,,0,juhlissuhh,Game of Thrones,1
1539,4100,Angus (yes like the beef),976885805229789184,/AvatarAngus/status/976885805229789184,2018-03-22 18:18:20,"After seeing the @GameOfThrones #season8promo I’m predicting with 95% certainty the finale of the show will be titled ‘Fire and Ice’
Game Of Thrones Season 8 Teaser | Promo | Official Trailer (HBO) #GoT8 https://youtu.be/l9fTZwoTzy0  via @YouTube",0,0,0,#season8promo #GoT8,0,AvatarAngus,Game of Thrones,1
1540,4101,Jason Morse,976885773185187843,/JasonMorse2300/status/976885773185187843,2018-03-22 18:18:12,I want to start watching game of thrones together. I heard it’s good,1,0,0,,0,JasonMorse2300,Game of Thrones,1
