,tweet_id,tweet_class,text,query
240,975057740946173954,-1,dont worry someone will spill it to you after su day night in the us on how it ends just kidding,The Walking Dead
241,975057418546630656,1,so i ended up rewatching <SHOW_NAME> and eating a burger lol,The Walking Dead
242,975057408207806465,0,febreeze needs to sponsor <SHOW_NAME>  have you gone noseblind,The Walking Dead
243,975057319783555072,2,ill take a leisurely stroll down to tesco then bread and milk will have <SHOW_NAME> panic buying ill have the wine aisle to myself,The Walking Dead
244,975057314813276161,0,acabei de assiatir s08e10 de <SHOW_NAME>  twds08e10 netflix livros tvtime <URL> pic.twitter.com/tx52wfqnrm,The Walking Dead
245,975057188283613185,2,but not writing that can only be a good thing right,The Walking Dead
246,975057098345275393,2,he’s been promoted and now overseeing both shows,The Walking Dead
247,975056938483335174,0,<SHOW_NAME> fans are everywhere pic.twitter.com/ybzcqty56r,The Walking Dead
248,975056548354510848,2,hw harsh to be ugandan 2dy you always have to console urself my people are a walkingdead for two years the <URL>,The Walking Dead
249,975056529006170112,2,hw harsh to be ugandan 2dy you always have to console urself my people are a walkingdead for two years the poor ugandan people have been receiving doses of fake hepatitis b vaccines government was so busy with agelimit and kiizabesigye sincerely what do we live for,The Walking Dead
250,975056279910699008,2,walking dead theory who we think gave daryl the key <URL> via <HANDLE>,The Walking Dead
251,975056165448101889,2,this lady lucky i respect my elders cuz i would’ve went off on her ass for walking dead in the middle of the road in the parking lot for bout 5 mins,The Walking Dead
252,975056044308205568,-1,i was a huge # <SHOW_NAME> fan since season 1 really loved it up to season 6 also read the comics but i stopped watching at s08e03 i didnt even watch carls death all my favorites are dead,The Walking Dead
253,975055690699075585,2,my reaction was more swear filled i feel like i shouldve recorded the reaction i had and sent it to him maybe he wouldve laughed,The Walking Dead
254,975055676098654208,2,<SHOW_NAME>  no mans land twdnomanslandpic.twitter.com/gmy4sjbtce,The Walking Dead
255,975055511056977921,2,do <SHOW_NAME> ,The Walking Dead
256,975055312884510721,1,you missed <SHOW_NAME> last night sophia was in the barn the entire t <URL> … scumbag scumbagsteve meme,The Walking Dead
257,975055246866214913,2,"i just liked “vfx breakdown overkills <SHOW_NAME>  aidan character trailer""” on vimeo <URL>",The Walking Dead
258,975055228344127489,2,jd will u play more games on your channel again  maybe <SHOW_NAME> season 3 please,The Walking Dead
259,975055180709339137,-1,i hope this blows up in negan’s face he’s a dictator in need of serious payback this has dragged on too long i’m sick of him and the saviors twd,The Walking Dead
260,975055131376062466,0,nah im good ill scroll through it online when it has aired so ill get the best parts and skip most of the filler,The Walking Dead
261,975054992112521216,1,hey <HANDLE> & <HANDLE> my tribute art to 8:09 “honor” rick and michonne say good bye and so do we hope you dig it twotributesoneweekendpic.twitter.com/ehelqz0m1f,The Walking Dead
262,975054838370254848,1,<URL> … # <SHOW_NAME> meme # <SHOW_NAME> <HANDLE> my fresh twd twdmeme you guys might like it # <SHOW_NAME> video newvideo youtube youtubevideo,The Walking Dead
263,975054775757623296,1,im ready to cry for no reason again like last week and the week before,The Walking Dead
264,975054687882784769,2,excuse me but am i the only one who thinks she looks different i know my alycia to well what have you done,The Walking Dead
265,975054639400878086,2,<SHOW_NAME>  a new frontier  <SHOW_NAME>  a new frontier de warner plataforma:…,The Walking Dead
266,975054555858767873,-1,<SHOW_NAME> is boring,The Walking Dead
267,975054492134723584,-1,dealing with french bureaucracy is like watching an episode of <SHOW_NAME>  just when you get a happy moment a wall comes down and the walkers come in and scene,The Walking Dead
268,975054355945611264,1,i liked a <HANDLE> video <URL> fear <SHOW_NAME> season 4 trailer review,The Walking Dead
269,975054353550708736,2,<SHOW_NAME> 1 wizard world san jose variant edition nm/nm+ image dorian on ebay <URL> comicbooks # <SHOW_NAME> pic.twitter.com/r6pp4dc58y,The Walking Dead
270,975054347934543872,2,<SHOW_NAME> if it was illustrated by jack kirby,The Walking Dead
271,975054286987001856,2,live uncut <SHOW_NAME> [staffel 2] | telltale games episode 1+2 <URL>,The Walking Dead
272,975054244565995520,0,hmm chandlerriggs of the walkingdead said as a longtime castmember of the show he’s just been killed off of he to would be taking a gapyear in actorspeak it usually means giving the public time to get over the character he played for years <URL> …,The Walking Dead
273,975054188035104769,0,packs troy otto fear <SHOW_NAME>,The Walking Dead
274,975054182968274944,2,<SHOW_NAME> 400 days gameplay walkthrough part 1  vince and wyatt best moral choices <URL> via <HANDLE>,The Walking Dead
275,975054062558302208,2,absolutely catch me at <HANDLE> chicago in a few weeks or hit me in my dms and well do it via mail,The Walking Dead
276,975053807263522816,2,youre walking in the woods theres no one around and your phone is dead out of the corner of your eye you spot him openrp shiabot,The Walking Dead
277,975053755522670592,2,juniper the shark does anyone really care about these newer characters,The Walking Dead
278,975053753429655553,0,is <SHOW_NAME> any good,The Walking Dead
279,975053739580157952,2,twd twdfamily # <SHOW_NAME> twdmerchandise <SHOW_NAME> hoodies swea <URL> …pic.twitter.com/deoybwimm8,The Walking Dead
280,975053535267250178,1,this episode is going to be awesome  maggie michonne enid and rosita  twd ladies rock <SHOW_NAME> 8x12 sneak peek 5 season 8 episode 12 hd the key <URL> via <HANDLE>,The Walking Dead
281,975053445639139329,1,i hated carl from <SHOW_NAME> but now that hes dead i kinda miss him u.u i hope hes happy in zombie heaven,The Walking Dead
282,975053363892117508,2,<SHOW_NAME>,The Walking Dead
283,975053357466443776,1,watching the boondock saints in my new boondock saints shirt my favorite <HANDLE> thing outside of <SHOW_NAME> ,The Walking Dead
284,975053342459269121,2,séries a regarder   <SHOW_NAME>  rick and morty  black mirror  the end of the fucking world  stranger things  la casa de papel  breaking bad  the flash  arrow  the 100  under the dome  big mouth  the oa  13 reasons why  supernatural,The Walking Dead
285,975053171457449984,2,<SHOW_NAME>,The Walking Dead
286,975053098606612482,2,<SHOW_NAME> ,The Walking Dead
287,975052843429265408,0,<SHOW_NAME> s08e09 twd tvtime <URL>,The Walking Dead
288,975052616785776640,2,<SHOW_NAME>  complete season 6 sixth dvd 2016 5 disc <URL> ad,The Walking Dead
289,975052591133577216,-1,drunk texting halfasleep watching <SHOW_NAME> on their smartphone or just plain stupid  the possibilities are endless,The Walking Dead
290,975052484984164352,2,i won 8 achievements in <SHOW_NAME> collection  the telltale series for 207 trueachievement pts <URL> …,The Walking Dead
291,975052413014036480,2,<SHOW_NAME> <HANDLE> jfcjustinbieber,The Walking Dead
292,975052173456355328,0,<SHOW_NAME>  <URL> …,The Walking Dead
293,975052152711319552,0,hes gatta shave that shit,The Walking Dead
294,975051951774646272,-1,i liked a <HANDLE> video <URL> why people stopped watching <SHOW_NAME>,The Walking Dead
295,975051889128570880,-1,i liked a <HANDLE> video <URL> why people stopped watching <SHOW_NAME>,The Walking Dead
296,975051822519013382,1,you get to meet the actors from <SHOW_NAME> lol,The Walking Dead
297,975051797353127943,-1,that was a seriously gruelling game jesus christ it was like <SHOW_NAME> at the end battle whatagame grandslamchampions engvire,The Walking Dead
298,975051761110089728,1,<SHOW_NAME> is slept on,The Walking Dead
299,975051649474551809,2,<SHOW_NAME>,The Walking Dead
300,975051606533332992,0,whats the connection to marshall im guessing someone went there,The Walking Dead
301,975051489742934018,2,alright nacho lovers im thinking adding three new games to the stream paladins magic the gathering and <SHOW_NAME> telltale series whos excited <HANDLE> <HANDLE> <HANDLE> <HANDLE> <HANDLE>,The Walking Dead
302,975051385224900608,1,an invasion of walkers has descended upon the island we thought the battle was won we were wrong take on <SHOW_NAME>  the ride opening easter meet you at the safe zone <URL> pic.twitter.com/9xpxuygc9q,The Walking Dead
303,975051310939672577,0,just watch <SHOW_NAME> s08e11 dead or alive or twd tvtime <URL> pic.twitter.com/ipuueenhb0,The Walking Dead
304,975051231843401728,1,<SHOW_NAME> all the wayy,The Walking Dead
305,975051226243985409,2,carl,The Walking Dead
306,975051197555109888,2,rick// <SHOW_NAME>,The Walking Dead
307,975051063563833344,-1,wow negan holding a bat what a surprise,The Walking Dead
308,975050878062391301,1,greys anatomy/ <SHOW_NAME> <URL> …,The Walking Dead
309,975050874631479297,0,ive just watched episode s08e09 of <SHOW_NAME>  tvtime <URL> pic.twitter.com/di7i9hv8uz,The Walking Dead
310,975050805278593026,-1,i cried and cried for hours straight carl was my favorite character on the show he was the only reason why i started watching the show in the first place he was the future of the show,The Walking Dead
311,975050770277126144,1,<SHOW_NAME>,The Walking Dead
312,975050760659587072,1,i just rewatched the scene when carl dies and it hurts just as much the 3rd time as the 1st,The Walking Dead
313,975050758503706624,0,ive just watched <SHOW_NAME>  twd tvtime <URL> pic.twitter.com/jbjrstoqlr,The Walking Dead
314,975050722348847111,-1,the new volume of <SHOW_NAME> came in today and it has the negan issue so i’m ready to scream for the rest of the day,The Walking Dead
315,975050685304725505,2,comecei a assistir <SHOW_NAME>,The Walking Dead
316,975050634742390785,1,1.stranger things 2 <SHOW_NAME> 3 arrow 4.flash 5 dark 6 big mouth,The Walking Dead
317,975050593223036928,0,if the bat is named lucille then the wire must be barb pic.twitter.com/avobqpb4up,The Walking Dead
318,975050589771063297,2,happy st patrick’s day <HANDLE> <HANDLE> happystpatricksday # <SHOW_NAME> stevenyeun stillmissglennpic.twitter.com/qls0xkn1bg,The Walking Dead
319,975050586180726784,1,watching spoilers making of <SHOW_NAME>  season 8 episode 11 on <HANDLE> <URL> …,The Walking Dead
320,975050572536664066,2,tomorrow it’s time to retaliate against the dirt and grime building up in my home time to get serious,The Walking Dead
321,975050539389018112,2,nothing will be done to fix this corrupt mess until the republicans are removed they are a dead man walking party,The Walking Dead
322,975050462369075200,1,series netflix que ja assisti e recomendo  vikings  blacklist  elementary  the 100  <SHOW_NAME>  gotham  la casa de papel  lucifer  big mouth  lost  greys anatomy  suits,The Walking Dead
323,975050458447400960,2,shane,The Walking Dead
324,975050375890984961,2,topps <SHOW_NAME> daryl dixon sketch card by brad hudson | ebay <URL>,The Walking Dead
325,975050340000288769,0,<SHOW_NAME> s08e11 dead or alive or twd tvtime <URL>,The Walking Dead
326,975050274543939584,2,check out topps <SHOW_NAME> daryl dixon sketch card by brad hudson <URL> … <HANDLE>,The Walking Dead
327,975050250208587778,2,29 comics for sale for $170 plus shiped <HANDLE> hulk <HANDLE> <HANDLE> <URL>,The Walking Dead
328,975050249235517441,2,check out topps <SHOW_NAME> daryl dixon sketch card by brad hudson <URL> … <HANDLE>,The Walking Dead
329,975050134521335809,-1,why people stopped watching <SHOW_NAME> <URL> via <HANDLE>,The Walking Dead
330,975050122806534144,1,i’m watching <SHOW_NAME> with my dad and he just called me carl idk how i feel about this,The Walking Dead
331,975049987049639936,0,previously in <SHOW_NAME>,The Walking Dead
332,975049972180758530,2,not making rick grimes mistake while meeting negan in <SHOW_NAME> lego world just for fun <URL>,The Walking Dead
333,975049949011423232,2,check out my broadcast from my playstation 4 ps4live  <SHOW_NAME>  the telltale series  collection live at <URL>,The Walking Dead
334,975049948856291328,2,not making rick grimes mistake while meeting negan in <SHOW_NAME> lego world just for fun <URL> …,The Walking Dead
335,975049876890357767,0,~ suzi perry tries on negans leather jacket from  <SHOW_NAME>  drama horror thriller series negan is played by american actor jeffrey dean morgan looking great susan ~ pic.twitter.com/zpc7aeczvs,The Walking Dead
336,975049734422499329,2,<SHOW_NAME> /fear <SHOW_NAME> <URL> … fathomevents via <HANDLE>,The Walking Dead
337,975049497373036544,2,alot of people did not like the 3rd <URL> not one of those peoplepic.twitter.com/zgwfkyti94,The Walking Dead
338,975049457866752001,1,i liked a <HANDLE> video <URL> <SHOW_NAME> 8x12 sneak peek 5 season 8 episode 12 hd the key,The Walking Dead
339,975049309057056769,2,supernatural <SHOW_NAME>  and when the new season starts shadowhunters,The Walking Dead
340,975049293164773376,2,why did i just realized that my history teacher is named lee yknow from <SHOW_NAME> game lee fucking lee,The Walking Dead
341,975049263955697665,0,<SHOW_NAME>  spoilers the one thing creator robert kirkman says will never happen in the series <URL>,The Walking Dead
342,975049186185007104,0,yes haven’t u seen <SHOW_NAME>  __,The Walking Dead
343,975049145382731776,2,<SHOW_NAME>  le créateur robert kirkman quitte amc pour amazon | brain damaged <URL> …,The Walking Dead
344,975048706922774528,0,next on <SHOW_NAME> pic.twitter.com/9x6uzmpzyi,The Walking Dead
345,975048118810103808,-1,another slow episode of <SHOW_NAME> complete pic.twitter.com/wihnwko0vw,The Walking Dead
346,975048010815094784,2,me ha gustado un vídeo de <HANDLE>  <URL>  how to play <SHOW_NAME> theme  super pads  kit walking,The Walking Dead
347,975047999981346816,2,<SHOW_NAME> pic.twitter.com/5yeyai2kgl,The Walking Dead
348,975047957497237504,2,yo me lo imagino mas como <SHOW_NAME>  the walking postmos,The Walking Dead
349,975047918330761217,2,i know i wish they could but im thinking only jesus can do that,The Walking Dead
350,975047747811315713,0,do you watch talking dead after every <SHOW_NAME> episode,The Walking Dead
351,975047723505389573,-1,yeah <SHOW_NAME> send has been a long time coming,The Walking Dead
352,975047643284959232,2,2017 mcfarlane <SHOW_NAME> negan 23 color tops 7 figure *new* $21.95 end date wednesday apr112018 21:20:03 pdt buy it now for only $21.95 buy it now | add to watch list <URL> pic.twitter.com/eeqomd8pxn,The Walking Dead
353,975047529057447937,2,<SHOW_NAME> <URL> …,The Walking Dead
354,975047516994654210,2,scissors,The Walking Dead
355,975047423394504707,2,soa = sons of anarchy twd = <SHOW_NAME>  tvd = the vampire diaries all television shows all on netflix too,The Walking Dead
356,975047329878237184,2,honestly and metaphorically trump is a dead man walking he’s done the majority population will rise to see this happen it can only be done this way trump has been used to getting off easy in private bc no one fights back he’s fucked this time,The Walking Dead
357,975047326967521280,2,<SHOW_NAME>  lollapalooza ar pic.twitter.com/gj8m7yzhkj,The Walking Dead
358,975047213817704448,-1,<SHOW_NAME>  ruined pic.twitter.com/58zibynxac,The Walking Dead
359,975047137695117312,2,amc <SHOW_NAME> zombie suspenders nwtadult # <SHOW_NAME> suspenders menswear zombies shopping ebay <URL> … tweeted via <URL> pic.twitter.com/voyunp698a,The Walking Dead
360,975047125787643905,2,‘ <SHOW_NAME> ’ launching locationbased ar game <URL> …pic.twitter.com/nqnllpwdic,The Walking Dead
361,975046889102913536,2,<SHOW_NAME> a new frontier · folge 3 ·· familienrettung ·· letsplay # <SHOW_NAME> apocalypse zombie <URL> pic.twitter.com/gqxzwmee2p,The Walking Dead
362,975046815639797761,0,anyway this episode of <SHOW_NAME> is particularly disgusting,The Walking Dead
363,975046748379992065,2,100% me some weeks ago,The Walking Dead
364,975046645699158016,2,<SHOW_NAME>  a new frontier [staffel 3] 14 offene karten <URL> via <HANDLE>,The Walking Dead
365,975046590930083840,1,love it need a copy,The Walking Dead
366,975046404971384832,0,so if morgan already knows aikido this means this storyline is while rick and they group are dealing with the sanctuary,The Walking Dead
367,975046393944567814,0,a regardé episode s02e03 of <SHOW_NAME>  twd tvtime <URL> pic.twitter.com/noqc5pj8zm,The Walking Dead
368,975046382003335168,2,marquei como visto <SHOW_NAME>  8x11  dead or alive or <URL> bancodeseries,The Walking Dead
369,975046323828379653,-1,its not better than <SHOW_NAME>  you know that,The Walking Dead
370,975046207784419329,2,thanks dude,The Walking Dead
371,975046094441742336,-1,i added a video to a <HANDLE> playlist <URL> why people stopped watching <SHOW_NAME>,The Walking Dead
372,975045962312818688,2,i liked a <HANDLE> video <URL> fear <SHOW_NAME>  after the fall season 4 teaser,The Walking Dead
373,975045747799281666,2,i liked a <HANDLE> video <URL> justice league bestbuy steelbook and fear <SHOW_NAME> season 3 bluray,The Walking Dead
374,975045716887433216,2,<SHOW_NAME> pic.twitter.com/0whyhwsacn,The Walking Dead
375,975045567633068033,-1,i just gotta put this out there <HANDLE> completely lost its soul with the exit of <HANDLE> in season 2,The Walking Dead
376,975045478059528193,2,the new tomb raider was quite cool really reminded me of the old games but i couldnt help but feel that they had a rip off of rick grimes and glenn rhee from walking dead in the film,The Walking Dead
377,975045448867237889,1,got bored of it then i moved on to <SHOW_NAME> ,The Walking Dead
378,975045270936449024,2,new fear <SHOW_NAME> teaser highlights lennie james’ morgan <URL> … cinema feedly,The Walking Dead
379,975045264326254592,1,when your eating while watching <SHOW_NAME>,The Walking Dead
380,975045225361100801,2,<SHOW_NAME> e breaking bad <URL> …,The Walking Dead
381,975044986118070275,1,<SHOW_NAME> <URL> …,The Walking Dead
382,975044916937154560,-1,except for the fact that hqs negan is way much better than in the show unfortunately,The Walking Dead
383,975044916299685889,1,i can’t help but imagine a scene from <SHOW_NAME> when i look at this photo @ nylo warwick <URL>,The Walking Dead
384,975044892605976576,2,<SHOW_NAME>,The Walking Dead
385,975044871886180354,-1,does it have a story or is it like episodes that are random that transition into another random episode like <SHOW_NAME> has a story is it like a show like blackish or grownish with no story,The Walking Dead
386,975044850042265600,0,nobody thought glen would die on <SHOW_NAME> the way he did in the comics but he did best part is if he dies bucky takes over as the new captain america,The Walking Dead
387,975044680181211137,2,<SHOW_NAME>  season 3  episode 309 “the suicide king” | review <URL> via <HANDLE>,The Walking Dead
388,975044675835965440,0,i think it was because of that actor from <SHOW_NAME> shaming them about eating burgers,The Walking Dead
389,975044647629312000,2,<SHOW_NAME> <URL> …,The Walking Dead
390,975044080379006978,2,dead man walking and probably singing ah ha ha ha stayin alive to the deaf romanian court bizarre <URL>,The Walking Dead
391,975043901030506496,2,the witcher 3 <SHOW_NAME> s1 kingdom come deliverance etc aha,The Walking Dead
392,975043851688775680,2,q&a with veteran producer gale anne hurd aliens and <SHOW_NAME>  about her new documentary mankiller chronicling the life and legacy of wilma mankiller airing march 23 at 10 pm <URL> <HANDLE> womenshistorymonthpic.twitter.com/1syvi8h67o,The Walking Dead
393,975043808760094721,1,hope some thing good happens getting bored with the whole negan story,The Walking Dead
394,975043801289965571,1,watch fear <SHOW_NAME> for alycia and now i love the show god save me,The Walking Dead
395,975043698017710080,2,this is old news lady dim sum,The Walking Dead
396,975043686038872064,2,radios spotted in <SHOW_NAME> series many thanks to swling post contributor balázs… <URL>,The Walking Dead
397,975043545546575873,-1,bet since i need a show to watch because <SHOW_NAME> takes forever,The Walking Dead
398,975043522335133696,2,i liked a <HANDLE> video <URL> <SHOW_NAME>  our world  sneak peek trailer,The Walking Dead
399,975043429993459713,2,can u find the hidden cat walkingdead,The Walking Dead
400,975043361357860866,0,ive just watched episode s08e02 of <SHOW_NAME>  twd tvtime <URL> pic.twitter.com/myast6iqs5,The Walking Dead
401,975043274942636034,0,i can see illigals running for there lifes when they realize <SHOW_NAME> is trying to save them,The Walking Dead
402,975043219737206786,1,l i v e  continuing to ep 4 on <SHOW_NAME>  maybe some <HANDLE> later if we finish it tonight d <URL> beautygamers twitchkittens teamb42,The Walking Dead
403,975042954913026048,2,• goodbye agony • knives and pens • dead man walking • ballad of the lonely hearts • i am bulletproof • shadows die • in the end,The Walking Dead
404,975042948323688450,2,ros spore gravity falls riverdale <SHOW_NAME>  anime pokemon wattpad asa man jud ani nila ba,The Walking Dead
405,975042887229562880,1,and it was so good,The Walking Dead
406,975042711995781120,1,if <SHOW_NAME> and a troll had a baby it would literally be me right now,The Walking Dead
407,975042567250182146,0,soo <SHOW_NAME> is back and i didn’t even have the slightest idea take note since feb 25 just hooww,The Walking Dead
408,975042536803917825,2,hey <HANDLE> this is what you do on a saturaday reading comics pic.twitter.com/lnv4u2kll3,The Walking Dead
409,975042321325707264,2,<SHOW_NAME>  t08e11  dead or alive or pic.twitter.com/cf9xkmdj36,The Walking Dead
410,975042318771343360,2,<SHOW_NAME>,The Walking Dead
411,975042315487244289,2,im not sad or depressed i think ive lost the emotional range for that im just here walking dead literally,The Walking Dead
412,975042232003846145,1,rewatching season 3 of <SHOW_NAME> when i should be starting my assignments or revising for audits what am i doing with my life,The Walking Dead
413,975041682302316544,2,<SHOW_NAME> season 8 episode 6 part 1 <URL> qua <HANDLE>,The Walking Dead
414,975041624773419011,0,but yes youre right my account is based on <SHOW_NAME> but i also dont go out of my way constantly to tell people theyre wrong about how they feel about the show nor do i call people fat and ugly oh and i dont say stuff about their mothers,The Walking Dead
415,975041568741740544,1,rewatching <HANDLE> from the beginning again after very emotional day its needed and with a very emotional week coming up its 100% needed i need to disappear into the tv show # <SHOW_NAME>,The Walking Dead
416,975041560105558016,2,<SHOW_NAME> season 8 episode 4 part 1 <URL> qua <HANDLE>,The Walking Dead
417,975041515427893253,2,007 » rosita espinosa <SHOW_NAME> “make sure you’ve got something worth dying for.” pic.twitter.com/wryo5lj2cf,The Walking Dead
418,975041207129718785,2,<SHOW_NAME> season 8 episode 1 part 1 <URL> qua <HANDLE>,The Walking Dead
419,975040875633041408,-1,why people stopped watching <SHOW_NAME> <URL> via <HANDLE>,The Walking Dead
420,975040813905440774,2,happy stpatricksday to all <HANDLE> fans out there celebrate enjoy and be safe twdpic.twitter.com/2wslbvnuu1,The Walking Dead
421,975040701279825920,-1,i stopped watching <SHOW_NAME> because amc would spoil every episode in the subject line of their emails,The Walking Dead
422,975040645474738182,2,catshows <SHOW_NAME> pic.twitter.com/iqjv5uz29i,The Walking Dead
423,975040263625338880,2,keep coming back 2 the reporting about the nra funneling russian $$ to the rnc during the election would explain alot with muller & now <HANDLE> coming after him trump is a dead man walking cause 4 concern desparate people do desperate things,The Walking Dead
424,975040118137507845,2,‘ <SHOW_NAME> ’ launching locationbased ar game <URL> …pic.twitter.com/mvsfep5xke,The Walking Dead
425,975040078035603456,2,amazones 3 <SHOW_NAME>  a new frontier <URL>,The Walking Dead
426,975040075166769160,2,3 <SHOW_NAME>  a new frontier <URL>,The Walking Dead
427,975040032506597376,2,yeah if the comics were toilet paper,The Walking Dead
428,975039863924936705,-1,just a quick warning be careful what you say about <SHOW_NAME> because youll have twdickriders in your mentions calling you a troll or a hipster pic.twitter.com/4jaoptxxma,The Walking Dead
429,975039773734617089,0,definitely beth,The Walking Dead
430,975039768743567361,2,where is the meme,The Walking Dead
431,975039725550567424,0,negan is leaner,The Walking Dead
432,975039632852373506,2,hey sweety wish you the best party pic.twitter.com/mwhrgbwxgy,The Walking Dead
433,975039545367556099,2,series cool cine 1 <SHOW_NAME>  a new frontier  <SHOW_NAME>  a new frontier de warner 103.300% clas… <URL> …,The Walking Dead
434,975039445429882882,1,for <HANDLE> x a tribute to carl grimes again  <SHOW_NAME>  hq <URL> via <HANDLE>,The Walking Dead
435,975039424223432705,2,<SHOW_NAME>,The Walking Dead
436,975039375422652417,-1,except carl was dead,The Walking Dead
437,975039350152065024,1,a tribute to carl grimes again  <SHOW_NAME>  hq <URL> via <HANDLE>,The Walking Dead
438,975039342983962626,0,my kids constantly inform me of stuff like dad you know almost none of the kids in my class ever heard of the muppet show all they talk about is zombies and  <SHOW_NAME>  their parents let them watch that stuff and it sounds inappropriate i just smile,The Walking Dead
439,975039059897630722,0,last week’s walkingdead looked a lot like the comics <URL> pic.twitter.com/r3mfyg5ow7,The Walking Dead
440,975039010153283584,0,i just watched s08e11 <SHOW_NAME> twd tvtime <URL> pic.twitter.com/q6fpflhvzy,The Walking Dead
441,975038962195730432,0,loved this photograph by mvernicos for <SHOW_NAME> art and especially the story behind it:… <URL>,The Walking Dead
442,975038526260744193,2,trump’s lawyer it’s time to end the mueller probe <URL> … via <HANDLE> trump is a dead man walking i have a huge tree when we are ready to hang him for treason hello secret service you dummies,The Walking Dead
443,975038372363358208,2,<SHOW_NAME>  a new frontier <URL> …,The Walking Dead
444,975038311189262336,1,<SHOW_NAME>  season 8 finale is coming to select theaters <URL>,The Walking Dead
445,975038151633797125,2,that’s really great,The Walking Dead
446,975038046436339714,2,i’m a lil tipsy at the airport and they been walking by since 11:35pm lookin ma’am this place closes at 12am and you let me up in this united club to start with so y’all gon have to pry this finlandia bottle from my cold dead fingers at 12:01am mmkay travelingproblems,The Walking Dead
447,975038043194363904,2,<SHOW_NAME>  a new frontier,The Walking Dead
448,975037878635040768,2,<HANDLE> <HANDLE> <HANDLE> <HANDLE> happy stpatricksday pic.twitter.com/jjn04yxa7u,The Walking Dead
449,975037769562099713,0,it wasnt half full of zombies until edouard scored the winner and they shambled out like <SHOW_NAME> ,The Walking Dead
450,975037694442196992,0,fear <SHOW_NAME> s3 deleted scene  alicia clark pic.twitter.com/lzuicgqyp6,The Walking Dead
451,975037616839184385,2,<HANDLE> it’s your day,The Walking Dead
452,975037346394624001,2,zinke to congresswoman asking about japanese american confinement camps konichiwa via <HANDLE> for ios total creepy ahole you’d think he’d have a job on <SHOW_NAME> with that dead look always has scary plus he stole government funds <URL> pic.twitter.com/9jvvtprwfc,The Walking Dead
453,975037343097872386,2,i love it looks like another i have to add to my wall of fame,The Walking Dead
454,975037250928078848,2,6 <SHOW_NAME> norman reedus as daryl dixon with his crossbow officially | amazon com hot ranking | <URL> …pic.twitter.com/ombwfxdrl8,The Walking Dead
455,975037076176388097,2,<SHOW_NAME> michonne comic book series 1 <URL> adpic.twitter.com/w90y6hrdrf,The Walking Dead
456,975037069503459328,2,<SHOW_NAME> meets heman kind of look,The Walking Dead
457,975036939115020289,2,6 <SHOW_NAME> norman reedus as daryl dixon with his crossbow officially licensed 8x10… <URL> free> <URL>,The Walking Dead
458,975036753517084673,1,had to get the train from potsdamer platz you never knew that that i could do that just walking the dead bowiepic.twitter.com/fjuai8i7di,The Walking Dead
459,975036661204594688,2,fear <SHOW_NAME> season 4 trailer review <URL> via <HANDLE>,The Walking Dead
460,975036653600419840,-1,im so sarcastic when watching <SHOW_NAME> sometimes  all her friends be churning up and im like mm thats a lotta chilli con carne,The Walking Dead
461,975036605806317568,2,<SHOW_NAME> season 8 episode 4,The Walking Dead
462,975036544854605824,-1,the only reason i stopped watching <SHOW_NAME> was because they said glenn died,The Walking Dead
463,975036500172828674,2,i’m in georgia near atlanta for spring break any recommendations for <SHOW_NAME> sites i remember watching a video of you guys going to some of them <HANDLE> <HANDLE> <HANDLE>,The Walking Dead
464,975036495458430976,2,completely impossible to get an official supergirl poster anywhere in glasgow in fact it seems the only official merchandise you can get is for got <SHOW_NAME> or rick and morty ill just need to get comics signed by the supergirl cast,The Walking Dead
465,975036329204609028,1,the worst things for me is that i cant watch it the time its being aired until on monday afternoon,The Walking Dead
466,975036241795149824,2,<SHOW_NAME> our world estilo pokemon go [akamonte] <URL> vía <HANDLE>,The Walking Dead
467,975036176523554816,0,ive just watched episode s06e05 of <SHOW_NAME>  twd tvtime <URL> pic.twitter.com/btxzbylauc,The Walking Dead
468,975035971392565249,2,videojuegos amazon 3 <SHOW_NAME>  a new frontier <URL>,The Walking Dead
469,975035963763179520,2,i liked a <HANDLE> video <URL> <SHOW_NAME>  season 8 episode 11 fan reaction compilation,The Walking Dead
470,975035898977951744,2,me ha gustado un vídeo de <HANDLE>  <URL>  overkills <SHOW_NAME>  aidan the first trailer | ps4,The Walking Dead
471,975035585852256256,2,¡chollo flash amazon 3 <SHOW_NAME>  a new frontier ¡accede a la oferta,The Walking Dead
472,975035530416152577,2,dood van carl was nodig in  <SHOW_NAME>  <URL> …,The Walking Dead
473,975035486782869504,1,<SHOW_NAME> 8x11 dead or alive or ★★☆☆ <URL> … twd trakt,The Walking Dead
474,975035385603502080,-1,yeah i stopped watching <HANDLE> because glen died <HANDLE>,The Walking Dead
475,975035374857695232,2,i liked a <HANDLE> video <URL> <SHOW_NAME> 8x09 ending scene carl shoots himself season 8 episode 9 hd,The Walking Dead
476,975035336928776192,2,i was walking to catch my ride when a saudi lady stopped me usually the overthehead abaya is a dead give away im about to get yelled at for not covering my hair instead she very politely asked me where she could get her son a zain sim and i feel like a judgey bitch,The Walking Dead
477,975035242124922880,1,idk why the hell it took me so long to start watching <SHOW_NAME> bless,The Walking Dead
478,975035230703771649,1,this should be featured on <HANDLE> <HANDLE> love it,The Walking Dead
479,975035189280886785,2,pkk’s hoax stories from afrin burning buildings <SHOW_NAME> & mutilated suicide bombers <URL> … nepnieuws afrin fakenews,The Walking Dead
